The Nike 2022 National University Championships powered by Rogue,2022-03-06,male,Manny Cheam,100.95,134,140,145,-173,175,-183,145,175,320,US
Torque Barbell Open 2022,2022-03-26,male,Chrisanto D'Agostino,94.67,-130,135,145,160,-175,175,145,175,320,US
New Year New PR Weightlifting Competition by Strength Works,2022-01-15,male,Tom Summa,87.8,140,145,-150,170,175,0,145,175,320,US
Funkytown Throwdown Meet,2022-05-21,male,Ruben Martinez,88.2,134,-140,-140,176,181,185,134,185,319,US
2022 Florida State Championships,2022-05-22,male,Stephen Velazquez,98.3,135,140,143,171,176,-180,143,176,319,US
2022 Nike North American Open Series 1 Powered by Rogue,2022-03-06,male,Daniel Ridlen,154.2,127,132,137,167,174,182,137,182,319,US
New Haven Open,2022-05-15,male,Nguyen Huynh,88.86,130,136,141,171,176,-180,141,176,317,US
2022 Philadelphia Spring Open,2022-05-21,male,Onzy Elam II,88.9,140,-145,145,165,171,-176,145,171,316,US
Testify Leprechaun Lift-off,2022-03-12,male,Colin Reis,108.3,127,132,-137,170,177,184,132,184,316,US
Yolked Championships at Salus Barbell Club,2022-02-12,male,David Jorge,120.6,135,140,145,160,170,-175,145,170,315,US
2022 Nike North American Open Series 1 Powered by Rogue,2022-03-06,male,Matt Rattay,80,135,140,-145,175,-180,-187,140,175,315,US
2022 National Masters Weightlifting Championships,2022-04-24,male,Caleb Johnson,100.7,135,140,-145,163,171,175,140,175,315,US
New Year New PR Weightlifting Competition by Strength Works,2022-01-15,male,Charles McDonald,88.1,-132,135,-141,170,175,180,135,180,315,US
Commonwealth Games 22 Trials,2022-04-24,male,Chris Murray,79.9,132,138,140,170,175,-179,140,175,315,UK
BWL BRITISH SENIOR CHAMPIONSHIPS 2022,2022-01-29,male,Joseph Walton,128.06,140,-145,-145,-175,175,-180,140,175,315,UK
2022 Nike North American Open Series 1 Powered by Rogue,2022-03-06,male,Corey Frey,101.25,132,137,142,165,172,-177,142,172,314,US
Funkytown Throwdown Meet,2022-05-21,male,Brandon Victorian,84,134,139,143,165,170,-176,143,170,313,US
Puget Sound Classic II,2022-02-19,male,James Tibbetts,95,135,140,145,-168,168,-175,145,168,313,US
LOWA Spring Invitational,2022-05-06,male,David Harding-Prior,107.5,141,146,-150,162,167,-170,146,167,313,UK
2022 Nike North American Open Series 1 Powered by Rogue,2022-03-06,male,Zachary Huse,108.75,130,-135,137,170,175,-181,137,175,312,US
Idaho Club Cup,2022-05-14,male,Jordan Trompke,93.75,-125,125,137,165,-175,175,137,175,312,US
BWL BRITISH SENIOR CHAMPIONSHIPS 2022,2022-01-29,male,Daniel O'Hare,108.8,139,142,-145,-170,170,-175,142,170,312,UK
2022 Wilmington Open,2022-01-22,male,Marcus Bolick,94.88,130,134,138,168,173,-177,138,173,311,US
Freehold Spring Lift Off 2022,2022-04-30,male,Anthony Niemczyk,95,140,143,-146,160,163,168,143,168,311,US
University of Oregon Winter Open,2022-01-29,male,Shane Sevcik,121.2,130,131,140,163,171,-180,140,171,311,US
2022 National Masters Weightlifting Championships,2022-04-24,male,Kevin Sullivan,97.4,130,135,-141,165,172,176,135,176,311,US
2022 Mayhem Supertotal,2022-02-05,male,Robert Marvald,130.2,-134,134,138,165,173,0,138,173,311,US
Testify Barbell MAYhem,2022-05-07,male,Kiefer Huff,111.7,126,131,135,165,170,175,135,175,310,US
Gym's House Open,2022-02-12,male,Christian Rodriguez Ocasio,83.2,-135,-135,135,165,175,0,135,175,310,US
2022 Nike North American Open Series 1 Powered by Rogue,2022-03-06,male,Blaine Burgess,108.9,-140,-140,140,-170,170,-175,140,170,310,US
Commonwealth Games 22 Trials,2022-04-24,male,Edward Smale,94.3,136,140,-142,162,-169,170,140,170,310,UK
Bexar Barbell Spring Throwdown,2022-05-14,male,Douglas Ligon,101.5,134,138,-142,-167,167,171,138,171,309,US
2022 Capital City Open,2022-05-01,male,Caleb Weakland,99.7,130,135,140,158,163,168,140,168,308,US
Rubber City Weightlifting Open,2022-05-22,male,Devin Cloud,109,133,136,138,170,-175,-176,138,170,308,US
2022 Nike North American Open Series 1 Powered by Rogue,2022-03-06,male,Edward Baker,108.55,130,-135,135,-170,173,-177,135,173,308,US
2022 Baltimore Open,2022-01-15,male,William Bowman,103.4,125,-130,133,160,-168,175,133,175,308,US
Testify Leprechaun Lift-off,2022-03-12,male,Eric Gleiter,139,128,133,-137,165,170,175,133,175,308,US
Tradition Barbell Open II,2022-04-02,male,Scott Harris,95.8,125,130,135,160,166,172,135,172,307,US
MN Sadecki State Championships,2022-05-22,male,Zakari Hernandez,95.47,127,131,137,170,-180,-180,137,170,307,US
2022 Florida State Championships,2022-05-22,male,Justin Davila,112.8,130,134,140,160,167,-171,140,167,307,US
2022 Lock and Load,2022-05-14,male,Adam White,99.51,130,135,140,160,167,-175,140,167,307,US
The Nike 2022 National University Championships powered by Rogue,2022-03-06,male,Jonathan Morrow,87.55,135,139,-143,161,167,-171,139,167,306,US
2022 IWF Junior World Championships,2022-05-06,male,Preston Powell,80.6,130,135,140,161,166,-171,140,166,306,US
Freehold Spring Lift Off 2022,2022-04-30,male,Nicholas Bader,98.9,133,137,-141,168,-172,-175,137,168,305,US
95East Barbell Winter Classic,2022-01-15,male,Alex Casey III,104,132,-135,-135,173,-174,-174,132,173,305,US
2022 Nike North American Open Series 1 Powered by Rogue,2022-03-06,male,Daniel Russell,107.9,135,-139,140,-165,165,0,140,165,305,US
The Nike 2022 National University Championships powered by Rogue,2022-03-06,male,James Tice,108.25,130,135,140,155,160,165,140,165,305,US
Commonwealth Games 22 Trials,2022-04-24,male,Guy Michel Ngongang Tchuissi,80.4,131,135,-138,165,170,-174,135,170,305,UK
BWL British Masters Championships 2022,2022-01-30,male,Mihai Bagutiu,140,125,-141,145,141,160,0,145,160,305,UK
2022 Florida State Championships,2022-05-22,male,Huntington Hayes,95.1,130,135,141,151,162,-163,141,162,303,US
2022 February Online Qualifier,2022-02-28,male,Anton Foss,95,136,0,0,167,0,0,136,167,303,US
2022 Nike North American Open Series 1 Powered by Rogue,2022-03-06,male,Ross Bednar,95.8,133,137,-143,160,166,-171,137,166,303,US
QUEEN CITY CLASSIC 2022,2022-05-21,male,Gordon Rains,95.5,135,-140,-140,160,168,-171,135,168,303,US
The Nike 2022 National University Championships powered by Rogue,2022-03-06,male,Gage Senty,136.5,128,132,135,168,-173,-174,135,168,303,US
Barbell MAYnia,2022-05-07,male,Zane Sutherland,91.8,125,130,133,-163,-170,170,133,170,303,US
2022 National Masters Weightlifting Championships,2022-04-24,male,Jared Coon,100.3,135,-140,-145,160,168,-174,135,168,303,US
Dark Horse Weightlifting Open,2022-01-29,male,Josiah Willis,140.5,125,130,137,155,160,165,137,165,302,US
1st Annual Mustang Invitational,2022-05-14,male,Ryan Helton,101.8,120,127,132,160,165,170,132,170,302,US
2022 English Age Groups,2022-05-30,male,Myren Madden,94.5,130,134,137,155,160,165,137,165,302,UK
The Palm Beach Open,2022-02-06,male,George Silvestre,139,125,-130,130,165,171,-176,130,171,301,US
BWL BRITISH SENIOR CHAMPIONSHIPS 2022,2022-01-29,male,Benedict Millson,101.19,135,-140,-140,158,-166,166,135,166,301,UK
BWL BRITISH SENIOR CHAMPIONSHIPS 2022,2022-01-29,male,Jordan Vine,123.54,130,-136,136,160,165,-170,136,165,301,UK
East Coast Gold Spring Fling,2022-03-26,male,Abdoul-Kareem Selwaeh,88.3,-130,130,135,160,165,-170,135,165,300,US
2022 ALEE Spring Open,2022-05-07,male,Jimmy Marquez,91.2,130,135,-140,-165,165,-170,135,165,300,US
Folsom Open 2 2022,2022-04-30,male,Zachary Sclater,143,-124,127,130,-165,165,170,130,170,300,US
New Haven Open,2022-05-15,male,Ken Toal,88.53,135,-140,-141,165,0,0,135,165,300,US
BlueWave Championship 2022,2022-02-05,male,Chase Durham,94.8,125,130,135,156,160,165,135,165,300,US
2022 Big Energy Weightlifting Competition by Strength Works,2022-05-21,male,Kestin Zeik,92,-130,135,140,155,160,-165,140,160,300,US
2022 Nike North American Open Series 1 Powered by Rogue,2022-03-06,male,Kyle Wilp,135.55,125,130,-135,160,170,-180,130,170,300,US
2022 Nike North American Open Series 1 Powered by Rogue,2022-03-06,male,Tre Stewart,106.4,127,132,137,-163,-163,163,137,163,300,US
2022 Nike North American Open Series 1 Powered by Rogue,2022-03-06,male,Jabo Nguyen,106.85,-125,125,-134,165,171,175,125,175,300,US
Bloomington Spring Open Presented by 1 Kilo and Myriad Weightlifting,2022-05-21,male,Elias Talcott,85.7,-130,-130,132,160,168,-175,132,168,300,US
The Nike 2022 National University Championships powered by Rogue,2022-03-06,male,Andrew Guevara,106.45,135,-139,-140,-165,-165,165,135,165,300,US
2022 Texas State Weightlifting Championships,2022-01-16,male,alireza yazdanshenas,97.4,122,127,-132,167,173,-178,127,173,300,US
2022 Oklahoma Open,2022-03-19,male,Timothy Hearn,105.3,130,135,-140,160,165,-170,135,165,300,US
Barbells and Brews - Denver - Bierstadt Lagerhaus,2022-04-24,male,Evan Johnston,101.8,131,135,-138,160,165,-170,135,165,300,US
Iron Factory Spring Open,2022-05-14,male,Isaac De La Cruz,129.2,125,130,0,160,170,0,130,170,300,US
Barbarian Barbell presents April Pulls 3!,2022-04-09,male,John Downey,86.6,130,-135,-135,170,-178,-178,130,170,300,US
2022 BUCS,2022-04-12,male,Stefano Cataldi,86.3,124,129,134,154,162,166,134,166,300,UK
Funkytown Throwdown Meet,2022-05-21,male,Stanley Bastien,105.8,-130,130,135,-164,164,-173,135,164,299,US
2022 Illinois State Championship and Open,2022-05-22,male,Will Easley,92.4,126,-131,131,160,168,-175,131,168,299,US
Barbell MAYnia,2022-05-07,male,Anthony DeCristofaro,94,125,130,134,160,165,-170,134,165,299,US
2022 Nike North American Open Series 1 Powered by Rogue,2022-03-06,male,James Mathews,107.95,133,-138,-138,165,-170,-171,133,165,298,US
2022 Nike North American Open Series 1 Powered by Rogue,2022-03-06,male,Taylor Goshen,122.75,130,-135,137,151,-158,161,137,161,298,US
2022 Texas State Weightlifting Championships,2022-01-16,male,Michael Morale,116.1,125,130,133,160,165,0,133,165,298,US
2022 Missouri Valley & Open Championships(NUQ),2022-01-29,male,Benjamin Ryan,98.6,118,123,128,155,162,170,128,170,298,US
2022 Missouri Valley & Open Championships(NUQ),2022-01-29,male,Travis Goodmon,111.5,130,135,-140,155,163,-165,135,163,298,US
Bloomington Spring Open Presented by 1 Kilo and Myriad Weightlifting,2022-05-21,male,Christopher Branam,101.6,123,127,131,162,166,-170,131,166,297,US
2022 Texas State Weightlifting Championships,2022-01-16,male,Robert Hibbard,87.8,122,126,-130,161,166,171,126,171,297,US
PBC January Open,2022-01-16,male,Luke MacLennan,88.89,130,135,-138,162,-166,-166,135,162,297,US
2022 Illinois State Championship and Open,2022-05-22,male,Aniceto Ruiz,114.8,126,130,-134,162,166,-170,130,166,296,US
2022 Nike North American Open Series 1 Powered by Rogue,2022-03-06,male,Bram Wood,87.95,125,130,-135,161,166,-170,130,166,296,US
The Nike 2022 National University Championships powered by Rogue,2022-03-06,male,Nathan Prokop,94,126,131,-135,165,-170,-170,131,165,296,US
2022 Larry Mintz memorial,2022-04-09,male,William Palumbo,96,117,120,124,167,172,-175,124,172,296,US
Commonwealth Games 22 Trials,2022-04-24,male,Jack Oliver,72.3,-130,130,135,155,-161,161,135,161,296,UK
BARBELLS N SPRINKLES SPRING OPEN,2022-04-02,male,Mike Swift,108.3,130,-135,-136,165,-172,-178,130,165,295,US
2022 Iron Born Open,2022-02-12,male,Sean Rigsby,122.35,110,120,125,160,170,-175,125,170,295,US
2022 ALEE Spring Open,2022-05-07,male,Alex Lee,73,120,125,130,150,160,165,130,165,295,US
Bar Wars Episode 1,2022-01-15,male,Albert Gonzales,100.7,124,129,0,156,161,166,129,166,295,US
Rubber City Weightlifting Open,2022-05-22,male,Matthew Jones,121.3,125,130,-136,160,165,-170,130,165,295,US
2022 Nike North American Open Series 1 Powered by Rogue,2022-03-06,male,Daniel Lee,93.4,120,125,130,152,160,165,130,165,295,US
2022 Nike North American Open Series 1 Powered by Rogue,2022-03-04,male,Jacob Horst,71.25,-133,133,-138,162,-169,-169,133,162,295,US
2022 Nike North American Open Series 1 Powered by Rogue,2022-03-06,male,Karston Spradley,139.95,125,130,-137,155,160,165,130,165,295,US
2022 MASS Mania: Round Two,2022-05-15,male,Matthew King,95.4,-125,126,130,160,165,-170,130,165,295,US
2022 Texas State Weightlifting Championships,2022-01-16,male,Michael Consalvi,95.9,120,125,-130,-165,165,170,125,170,295,US
The Iron Game Open 2022,2022-04-23,male,Cristofer Martinez,87.6,130,-135,-135,160,-165,165,130,165,295,US
2022 National Masters Weightlifting Championships,2022-04-24,male,david ethier,114.7,130,-135,-137,160,165,-170,130,165,295,US
Olympia Winter Cup 2022,2022-02-20,male,Eloi Ishya,95.8,125,-130,-135,160,170,-178,125,170,295,US
BWL BRITISH SENIOR CHAMPIONSHIPS 2022,2022-01-29,male,David Steel,95.75,-128,-130,130,160,165,-171,130,165,295,UK
BWL BRITISH SENIOR CHAMPIONSHIPS 2022,2022-01-29,male,Matthew Jones,117.8,130,135,-140,-160,160,-165,135,160,295,UK
The Nike 2022 National University Championships powered by Rogue,2022-03-06,male,Scott Crosswhite,95.1,130,137,-144,157,-165,-169,137,157,294,US
The Nike 2022 National University Championships powered by Rogue,2022-03-06,male,Blaine Brooks,80.9,-125,-125,125,163,-169,169,125,169,294,US
2022 Texas State Weightlifting Championships,2022-01-16,male,Jeremy Briggs,80,-126,126,133,150,157,161,133,161,294,US
2022 IWF Junior World Championships,2022-05-07,male,Dade Stanley,88.85,127,131,135,159,-165,-165,135,159,294,US
May Online Qualifier,2022-05-25,male,Maximiliano Bernal,89,129,0,0,165,0,0,129,165,294,US
2022 BUCS,2022-04-12,male,Stephen Bestman,94.2,125,130,134,160,-165,-167,134,160,294,UK
2022 Iron Born Open,2022-02-12,male,John Hosler,96.25,127,131,-135,154,-158,162,131,162,293,US
2022 Capital City Open,2022-05-01,male,Alexander Chiang,101,125,130,134,159,-171,-171,134,159,293,US
Funkytown Throwdown Meet,2022-05-21,male,Jacob Sherrill,107.4,130,-135,-135,163,-169,-169,130,163,293,US
BlueWave Championship 2022,2022-02-05,male,Brandon Taylor,106.6,115,121,-126,160,167,172,121,172,293,US
2022 Illinois State Championship and Open,2022-05-22,male,Benjamin Brancaleon,114.2,133,-140,-140,153,-160,160,133,160,293,US
QUEEN CITY CLASSIC 2022,2022-05-21,male,Jaimerius Williams,88,120,127,133,145,153,160,133,160,293,US
The Iron Game Open 2022,2022-04-24,male,Ryan Lowrey,101.9,123,128,-131,165,-166,-170,128,165,293,US
2022 Oklahoma Open,2022-03-19,male,joseph Moos,101.2,123,-127,127,-166,-166,166,127,166,293,US
Torque Barbell Open 2022,2022-03-26,male,Robert Durant,95.11,115,122,128,-160,160,165,128,165,293,US
2022 Florida State Championships,2022-05-22,male,Christopher Thomas,99.35,122,-125,-127,165,-170,170,122,170,292,US
2022 Texas State Weightlifting Championships,2022-01-16,male,Zach Zellars,116.2,131,-136,-140,161,-166,-168,131,161,292,US
Phoenix Weightlifting Open,2022-02-12,male,Giorgio Giurdanella,88.7,-120,125,131,155,161,-169,131,161,292,US
Bexar Barbell Winter Throwdown,2022-01-07,male,Jake Pennese,93.4,123,128,131,150,155,160,131,160,291,US
2022 Florida State Championships,2022-05-22,male,Tyler Anderson,105.75,-132,135,-140,-155,156,-165,135,156,291,US
2022 Florida State Championships,2022-05-22,male,Jason Pendergraph,101.25,122,126,-128,155,160,165,126,165,291,US
Rubber City Weightlifting Open,2022-05-22,male,Tyler Siefke,93.2,115,120,125,160,166,-170,125,166,291,US
2022 Nike North American Open Series 1 Powered by Rogue,2022-03-05,male,Zackary Burks,87.2,120,123,126,160,165,-168,126,165,291,US
2022 Nike North American Open Series 1 Powered by Rogue,2022-03-06,male,Aaron Similton,88.15,130,-135,-135,-161,161,-164,130,161,291,US
2022 Nike North American Open Series 1 Powered by Rogue,2022-03-06,male,Alexander Connery,88.6,125,130,-135,155,-160,161,130,161,291,US
2022 Nike North American Open Series 1 Powered by Rogue,2022-03-06,male,Jacob Rebman,101.9,120,-126,126,165,-173,-173,126,165,291,US
2022 National Masters Weightlifting Championships,2022-04-24,male,Ahje Palmer,108.5,120,-125,-127,157,163,171,120,171,291,US
2022 National Masters Weightlifting Championships,2022-04-24,male,Brian Smarsh,93.8,-128,128,131,155,160,-165,131,160,291,US
Welsh Age Groups (eligible only) and Open Para Powerlifting,2022-02-12,male,Harry Nelms,95.7,117,121,125,-160,160,166,125,166,291,UK
BWL BRITISH SENIOR CHAMPIONSHIPS 2022,2022-01-29,male,Jamal Isaac-Shah,80.75,126,-130,-131,160,-165,165,126,165,291,UK
BWL BRITISH SENIOR CHAMPIONSHIPS 2022,2022-01-29,male,Jonas Zimmann,86.67,131,-135,135,156,-160,-160,135,156,291,UK
BWL BRITISH SENIOR CHAMPIONSHIPS 2022,2022-01-29,male,Jonathan Biggin,92.12,127,131,-134,160,-165,-167,131,160,291,UK
BWL BRITISH SENIOR CHAMPIONSHIPS 2022,2022-01-29,male,Craig Richey,86.67,131,-135,135,156,-160,-160,135,156,291,UK
2022 ALEE Spring Open,2022-05-07,male,Michael White,84.9,120,125,131,-150,150,159,131,159,290,US
Funkytown Throwdown Meet,2022-05-21,male,Grant Reed,95.8,125,130,-133,155,-160,160,130,160,290,US
MN Sadecki State Championships,2022-05-22,male,Cedric White,138.2,120,125,130,155,160,-165,130,160,290,US
2022 Florida State Championships,2022-05-22,male,Ben Collins,88.7,120,125,130,160,-164,-168,130,160,290,US
2022 Florida State Championships,2022-05-22,male,Yorick Hessing,125.85,120,125,130,160,-161,0,130,160,290,US
Enzo Athletic Performance Invitational,2022-01-15,male,Cameron Kolling,94.5,100,110,130,140,150,160,130,160,290,US
Enzo Athletic Performance Invitational,2022-01-15,male,Cameron Kolling,94.5,100,110,130,140,150,160,130,160,290,US
2022 Illinois State Championship and Open,2022-05-22,male,Alex Seidler,100.8,-125,125,130,-160,160,-165,130,160,290,US
2022 February Online Qualifier,2022-02-28,male,Grant Pierson,89,132,0,0,158,0,0,132,158,290,US
Rubber City Weightlifting Open,2022-05-22,male,Spencer Cole,84.5,123,-127,127,155,163,-166,127,163,290,US
Rubber City Weightlifting Open,2022-05-22,male,evan reinhart,89,-123,123,126,160,164,-170,126,164,290,US
2022 Nike North American Open Series 1 Powered by Rogue,2022-03-05,male,Kenta Dooley,87.2,118,122,125,157,161,165,125,165,290,US
2022 Nike North American Open Series 1 Powered by Rogue,2022-03-06,male,Cody Bain,87.95,-124,124,127,155,163,-173,127,163,290,US
2022 Nike North American Open Series 1 Powered by Rogue,2022-03-06,male,Griffin Elbert,88.15,125,130,-135,155,160,-165,130,160,290,US
Rep Max Spring Lift Off 2022,2022-03-12,male,Fabian Cruz,126.2,110,115,120,155,163,170,120,170,290,US
Team Florida of Pensacola: 2022 TFP Open,2022-04-09,male,Dakota Hooper,89,-114,116,120,155,162,170,120,170,290,US
Team Florida of Pensacola: 2022 TFP Open,2022-04-09,male,Jack Wilson,86.85,-125,-128,130,160,-165,-168,130,160,290,US
Bexar Barbell Spring Throwdown,2022-05-14,male,Matthew McCullough,71.8,120,125,130,145,152,160,130,160,290,US
Bexar Barbell Spring Throwdown,2022-05-14,male,Mario Beltran,87.5,125,-130,130,150,155,160,130,160,290,US
RYPT/Rutgers Winter Classic 2022 (NUQ),2022-01-08,male,Matthew Bernier,87,115,121,128,155,162,-172,128,162,290,US
MN Sadecki State Championships,2022-05-22,male,Nate Oelke,80.76,120,125,129,150,155,160,129,160,289,US
2022 Illinois State Championship and Open,2022-05-22,male,Filip Pindral,94.6,128,-131,-131,-159,161,-163,128,161,289,US
2022 Nike North American Open Series 1 Powered by Rogue,2022-03-06,male,Charles Sweeton,142.4,130,136,-140,150,153,-156,136,153,289,US
2022 Nike North American Open Series 1 Powered by Rogue,2022-03-06,male,Parker Subia,132,120,124,-128,160,165,-170,124,165,289,US
Tampa Bay Spring Classic 5,2022-03-26,male,Nicholas Avren,86.4,125,132,139,140,150,-160,139,150,289,US
BWL BRITISH SENIOR CHAMPIONSHIPS 2022,2022-01-29,male,Khrystopher Speed,99.77,125,130,-134,152,159,-164,130,159,289,UK
2022 Florida State Championships,2022-05-21,male,Marcus Dialo,72.3,122,128,130,150,158,-166,130,158,288,US
