2022 Nike North American Open Series 1 Powered by Rogue,2022-03-05,female,Tayler Harris,72.4,85,-90,90,105,110,115,90,115,205,US
2022 Manuel Torneo XL In Memoriam,2022-03-19,female,Deborah Doran,80,82,85,88,111,114,117,88,117,205,US
2022 IWF Junior World Championships,2022-05-06,female,Reagan Henry,70.35,84,88,-90,110,114,117,88,117,205,US
Tampa Bay Spring Classic 5,2022-03-27,female,Larissa Conroy,79.25,87,90,95,106,110,-115,95,110,205,US
2022 Nike North American Open Series 1 Powered by Rogue,2022-03-06,female,Lauren Metcalfe,79.1,88,91,-93,105,110,113,91,113,204,US
MN Sadecki State Championships,2022-05-22,female,Whitney Arends,133.62,82,85,-88,111,114,118,85,118,203,US
Rubber City Weightlifting Open,2022-05-21,female,Rachel Brindley,113.5,83,86,-89,110,-115,117,86,117,203,US
Pilchuck Spring Classic,2022-04-09,female,Uchechi Esonu,82.1,84,86,88,-112,112,115,88,115,203,US
Commonwealth Games 22 Trials,2022-04-24,female,Sarah Wiltshire,83,88,91,93,110,-115,-116,93,110,203,UK
BWL BRITISH SENIOR CHAMPIONSHIPS 2022,2022-01-29,female,Agata Herbert,75.12,90,92,-94,105,108,111,92,111,203,UK
2022 Nike North American Open Series 1 Powered by Rogue,2022-03-06,female,Sarah Johnson,78.7,90,-94,-94,108,112,-117,90,112,202,US
2022 Nike North American Open Series 1 Powered by Rogue,2022-03-06,female,Shay Carlock,79.3,86,89,-91,108,113,-116,89,113,202,US
2022 Nike North American Open Series 1 Powered by Rogue,2022-03-04,female,Shayla Moore,55,83,86,-88,-109,111,116,86,116,202,US
2022 Manuel Torneo XL In Memoriam,2022-03-17,female,Hunter Harrison,69.5,83,87,-91,108,112,115,87,115,202,US
2022 Texas State Weightlifting Championships,2022-01-16,female,Alexandra Thornton,73.58,83,87,90,103,108,112,90,112,202,US
2022 Texas State Weightlifting Championships,2022-01-16,female,Alexandra Thornton,73.58,83,87,90,103,108,112,90,112,202,US
Commonwealth Games 22 Trials,2022-04-24,female,Jess Gordon Brown,59,88,-91,91,106,109,111,91,111,202,UK
2022 Florida State Championships,2022-05-22,female,Amerie Daniels,69,78,81,83,114,118,-120,83,118,201,US
SAW Winter Showdown,2022-01-29,female,Riley Stefan,73.7,84,87,90,107,111,-113,90,111,201,US
2022 Nike North American Open Series 1 Powered by Rogue,2022-03-06,female,Carly Lansley,107.9,84,87,91,104,107,110,91,110,201,US
2022 Manuel Torneo XL In Memoriam,2022-03-18,female,Kristina Robinson,74.75,82,85,88,109,113,-117,88,113,201,US
Bloomington Spring Open Presented by 1 Kilo and Myriad Weightlifting,2022-05-21,female,Anna Rode,70.3,84,88,-92,105,109,113,88,113,201,US
BWL BRITISH SENIOR CHAMPIONSHIPS 2022,2022-01-29,female,Amy Salt,74.73,-84,84,88,109,113,-117,88,113,201,UK
2022 Nike North American Open Series 1 Powered by Rogue,2022-03-05,female,Morgan Vozobule,68.25,85,89,92,104,-108,108,92,108,200,US
2022 Nike North American Open Series 1 Powered by Rogue,2022-03-05,female,Kaela Stephano,67.15,85,88,90,103,107,110,90,110,200,US
Bar Wars,2022-05-14,female,Andrea Dowling,92.4,-84,84,87,105,110,113,87,113,200,US
2022 IWF Junior World Championships,2022-05-04,female,Katharine Estep,58.75,85,88,91,-109,-109,109,91,109,200,US
2022- Nashville Weightlifting Club Open,2022-04-16,female,Riley Williams,72.8,88,90,-92,105,110,-113,90,110,200,US
Tampa Bay Spring Classic 5,2022-03-27,female,Andrea Barrows,75.25,83,87,-90,109,-113,113,87,113,200,US
PWA Championships 2022,2022-05-21,female,Jacie Leavitt,75.5,83,85,-87,110,114,-117,85,114,199,US
2022 Florida State Championships,2022-05-21,female,Madeline Staniszewski,63,85,-88,88,106,111,-115,88,111,199,US
2022 Nike North American Open Series 1 Powered by Rogue,2022-03-04,female,Meaghan Strey,58.6,-87,87,-90,104,108,112,87,112,199,US
2022 Manuel Torneo XL In Memoriam,2022-03-17,female,Shelby Pflug,63.45,84,87,90,-109,-109,109,90,109,199,US
2022 National Masters Weightlifting Championships,2022-04-24,female,Katelyn Curtis,107.45,81,84,-89,105,110,115,84,115,199,US
BWL BRITISH SENIOR CHAMPIONSHIPS 2022,2022-01-29,female,Fraer Morrow,58.04,84,-87,87,106,112,-115,87,112,199,UK
2022 Florida State Championships,2022-05-22,female,Jasmine Powell,98.9,83,-87,-92,115,-116,0,83,115,198,US
2022 Nike North American Open Series 1 Powered by Rogue,2022-03-06,female,Megan Kudrick,95.65,85,88,-91,105,110,-113,88,110,198,US
2022 Nike North American Open Series 1 Powered by Rogue,2022-03-06,female,Rebecca Dublin,119.3,79,83,-86,110,115,-120,83,115,198,US
2022 Nike North American Open Series 1 Powered by Rogue,2022-03-06,female,Shelby Assmus,112.3,83,86,-89,-105,105,112,86,112,198,US
2022 Nike North American Open Series 1 Powered by Rogue,2022-03-05,female,Mary-Kathryn Peck,68.9,84,87,90,104,108,-112,90,108,198,US
The Palm Beach Open,2022-02-06,female,Samantha Secord,70,82,86,-90,106,112,-115,86,112,198,US
Top of Texas Spring Showdown,2022-04-23,female,Alyssa Ballard,75.9,81,83,86,105,108,112,86,112,198,US
Tampa Bay Spring Classic 5,2022-03-27,female,Virgina Strough,125.85,-83,-83,83,110,113,115,83,115,198,US
BWL BRITISH SENIOR CHAMPIONSHIPS 2022,2022-01-29,female,Sally Bennett,71.88,85,89,-92,105,109,-112,89,109,198,UK
Schools OUT Celebration,2022-05-21,female,Mahassen Paiva,70.55,77,82,87,99,104,110,87,110,197,US
2022 Florida State Championships,2022-05-22,female,Alexia Gonzalez,74.4,81,85,88,100,105,109,88,109,197,US
Lord of the Lifts: RELOADED (VI),2022-03-19,female,Adrienne Vogelsang,71.9,84,87,-89,106,110,-113,87,110,197,US
2022 Nike North American Open Series 1 Powered by Rogue,2022-03-05,female,haley trinh,63.7,80,83,85,106,109,111,85,111,196,US
2022 Nike North American Open Series 1 Powered by Rogue,2022-03-06,female,Anna Bailey,85.7,80,84,-87,108,-112,112,84,112,196,US
2022 Nike North American Open Series 1 Powered by Rogue,2022-03-05,female,Donisha Traver,69.85,80,84,88,100,104,108,88,108,196,US
2022 IWF Junior World Championships,2022-05-05,female,Abby Raymond,63.5,85,-88,88,108,-113,-113,88,108,196,US
Commonwealth Games 22 Trials,2022-04-24,female,Zoe Smith,63.5,-82,82,85,105,111,-116,85,111,196,UK
La Crosse Open,2022-03-26,female,Lenka Zembova,83,87,-90,-92,-104,-108,108,87,108,195,US
Rhode Island Spring Open,2022-04-03,female,Brittaney Doane,99.15,77,80,82,110,113,0,82,113,195,US
JANUARY THROWDOWN,2022-01-29,female,Teresa Kiel,86.3,0,85,88,0,105,107,88,107,195,US
2022 Nike North American Open Series 1 Powered by Rogue,2022-03-05,female,McKayla O'Connell,63.65,83,-87,87,104,-107,108,87,108,195,US
2022 Nike North American Open Series 1 Powered by Rogue,2022-03-05,female,Taylor Lucas,63.35,81,84,86,102,106,109,86,109,195,US
2022 Nike North American Open Series 1 Powered by Rogue,2022-03-06,female,Jennifer Galemmo,101.3,-82,82,85,95,102,110,85,110,195,US
2022 Nike North American Open Series 1 Powered by Rogue,2022-03-06,female,Sarah Imhoff,173.9,88,-91,-92,104,107,-111,88,107,195,US
2022 Nike North American Open Series 1 Powered by Rogue,2022-03-06,female,Katherine Ford,95.35,81,84,87,104,108,-111,87,108,195,US
Lord of the Lifts: RELOADED (VI),2022-03-19,female,Melody Anne Herl,119.2,86,89,92,98,103,-107,92,103,195,US
University of Oregon Winter Open,2022-01-29,female,Kara Marie Gogal,79.3,85,90,93,95,101,-107,93,101,194,US
2022 Florida State Championships,2022-05-22,female,Meghan Karlik,74.8,82,85,-87,102,106,109,85,109,194,US
Rubber City Weightlifting Open,2022-05-21,female,Victoria Chmura,74.8,82,-86,86,100,104,108,86,108,194,US
8th Annual Athleo Open,1970-01-01,female,Faith Cooke,79.9,80,83,86,100,104,108,86,108,194,US
Utah State Champs 2022,2022-05-14,female,Darci Molina,79.58,85,-89,-89,105,109,-113,85,109,194,US
Tradition Barbell Open II,2022-04-02,female,Stephanie Rubio,69.2,80,85,88,97,102,105,88,105,193,US
2022 Nike North American Open Series 1 Powered by Rogue,2022-03-05,female,Christina Richards,63.75,82,-85,85,102,105,108,85,108,193,US
2022 Nike North American Open Series 1 Powered by Rogue,2022-03-05,female,Stephanie Clookey,69.1,84,87,90,100,103,-105,90,103,193,US
DBC May In-House Meet,2022-05-14,female,Shala Giardini,80.3,82,-86,90,95,100,103,90,103,193,US
2022 National Masters Weightlifting Championships,2022-04-24,female,Courtney Sims,80.2,80,85,89,95,100,104,89,104,193,US
2022 National Masters Weightlifting Championships,2022-04-23,female,Amanda Cook,79.5,84,87,90,-103,-103,103,90,103,193,US
(NUQ) Rising Tides Developmental Meet (2022),2022-03-26,female,Ally Folsom,74.6,85,-88,88,104,-108,-110,88,104,192,US
2022 Nike North American Open Series 1 Powered by Rogue,2022-03-05,female,Brittany Brooks,75.75,75,-80,82,100,105,110,82,110,192,US
2022 Nike North American Open Series 1 Powered by Rogue,2022-03-05,female,Harper Spell,75.35,84,88,-91,-100,-104,104,88,104,192,US
The Nike 2022 National University Championships powered by Rogue,2022-03-06,female,Lola Pollack,79.6,80,84,87,100,105,-110,87,105,192,US
2022 National Masters Weightlifting Championships,2022-04-23,female,Sarah Tyler,95.75,81,84,87,101,105,-108,87,105,192,US
BWL BRITISH SENIOR CHAMPIONSHIPS 2022,2022-01-29,female,Laura Wheatcroft,57.84,78,82,86,95,100,106,86,106,192,UK
April Online Qualifier,2022-04-30,female,Chelsey Tharp,77.2,84,0,0,107,0,0,84,107,191,US
Brooklyn Training Hall Presents: the Battle For Brooklyn,2022-04-30,female,Abigail Richards,67.9,82,85,88,100,-103,103,88,103,191,US
Rhode Island Spring Open,2022-04-03,female,Sydney Collins,75.95,80,84,87,100,104,0,87,104,191,US
2022 Nike North American Open Series 1 Powered by Rogue,2022-03-05,female,Siera Zach,61.45,80,83,86,98,102,105,86,105,191,US
2022 Nike North American Open Series 1 Powered by Rogue,2022-03-06,female,Malia Levy,118.25,77,80,82,103,106,109,82,109,191,US
2022 Nike North American Open Series 1 Powered by Rogue,2022-03-04,female,Jourdan Delacruz,48.95,80,83,-85,102,105,108,83,108,191,US
2022 Nike North American Open Series 1 Powered by Rogue,2022-03-05,female,Brittany Landers,75.2,83,-86,-87,108,-111,-111,83,108,191,US
The Nike 2022 National University Championships powered by Rogue,2022-03-06,female,Harley Creech,86.4,78,83,-86,103,108,-112,83,108,191,US
2022 Texas State Weightlifting Championships,2022-01-16,female,Veronica Benavides,78.48,87,90,93,-98,98,-102,93,98,191,US
2022 Texas State Weightlifting Championships,2022-01-16,female,Veronica Benavides,78.48,87,90,93,-98,98,-102,93,98,191,US
2022 National Masters Weightlifting Championships,2022-04-23,female,Kristi Brewer,63,-81,-81,81,100,105,110,81,110,191,US
2022 New York City Championships/Open,2022-01-30,female,Kay Cee Miller,73.75,80,83,86,100,105,-110,86,105,191,US
La Crosse Open,2022-03-26,female,Bailey Ebben,69.65,72,76,80,100,105,110,80,110,190,US
April Online Qualifier,2022-04-30,female,Celia Huddart,70.5,84,0,0,106,0,0,84,106,190,US
2022 Philadelphia Spring Open,2022-05-21,female,Isabella Rivera,74.7,82,-85,87,99,103,-105,87,103,190,US
SAW Winter Showdown,2022-01-29,female,Courtney Kendal,78.1,75,80,85,100,105,-110,85,105,190,US
8th Annual Athleo Open,1970-01-01,female,Jessica Bruti,125.6,76,79,82,99,104,108,82,108,190,US
2022 Nike North American Open Series 1 Powered by Rogue,2022-03-05,female,Taylor Stephens,61.95,-79,81,84,100,103,106,84,106,190,US
The Nike 2022 National University Championships powered by Rogue,2022-03-05,female,Abigail Cooper,70.3,81,-84,85,102,105,-110,85,105,190,US
The Nike 2022 National University Championships powered by Rogue,2022-03-06,female,Alyssa Bandel,78.7,81,84,-87,99,-103,106,84,106,190,US
2022 Big Blue Winter Slam,2022-01-22,female,Alexa May,68.4,75,85,-90,95,100,105,85,105,190,US
BWL BRITISH SENIOR CHAMPIONSHIPS 2022,2022-01-29,female,Natalia Priscepa,71,-85,85,-90,100,105,-109,85,105,190,UK
2022 ALEE Spring Open,2022-05-07,female,Crystal Pittman,75.2,81,85,-90,100,104,-110,85,104,189,US
2022 Florida State Championships,2022-05-22,female,Denise Tam,84.8,75,79,-83,103,-107,110,79,110,189,US
2022 Nike North American Open Series 1 Powered by Rogue,2022-03-06,female,Kaleigh Doyle,99.9,76,-79,80,103,106,109,80,109,189,US
2022 Nike North American Open Series 1 Powered by Rogue,2022-03-04,female,Hayley Reichardt,48.7,81,-84,-84,102,105,108,81,108,189,US
2022 Nike North American Open Series 1 Powered by Rogue,2022-03-04,female,Maddison Pannell,54.7,81,-83,84,105,-110,-112,84,105,189,US
The Nike 2022 National University Championships powered by Rogue,2022-03-05,female,Emma Esterbrook,69.9,80,83,-85,102,106,-109,83,106,189,US
2022 Mayhem Supertotal,2022-02-05,female,Emily Kessler-Lewis,81,82,-85,85,104,-108,-108,85,104,189,US
2022 Florida State Championships,2022-05-22,female,Bernadette Anderson,85.2,75,-78,80,101,105,108,80,108,188,US
2022 Nike North American Open Series 1 Powered by Rogue,2022-03-05,female,Mia Rhodes,68.7,85,-88,-90,99,103,-107,85,103,188,US
2022 Nike North American Open Series 1 Powered by Rogue,2022-03-05,female,Nairobi Romero,68.95,77,80,-82,100,105,108,80,108,188,US
Bar Wars,2022-05-14,female,Nicola Benfield,66.95,78,81,85,95,99,103,85,103,188,US
DBC May In-House Meet,2022-05-14,female,Erin Nelson,73.1,75,79,83,97,101,105,83,105,188,US
The Virus Classic at SoCal,2022-04-16,female,Christina Sedgwick,63.66,78,80,83,97,100,105,83,105,188,US
The Virus Classic at SoCal,2022-04-16,female,Carmelita Hast,70.62,-80,80,84,-100,100,104,84,104,188,US
PBC January Open,2022-01-16,female,Elisa Guerra Martinez ,80.99,78,81,-83,100,105,107,81,107,188,US
BWL BRITISH SENIOR CHAMPIONSHIPS 2022,2022-01-29,female,Alice Aitchison,69.1,83,-85,-86,-105,105,-108,83,105,188,UK
Rhode Island Spring Open,2022-04-03,female,Lauryn Nutter,100.4,75,78,81,99,103,106,81,106,187,US
2022 Florida State Championships,2022-05-22,female,Anisa Zwolinski,68.6,-75,75,80,102,107,-110,80,107,187,US
2022 Nike North American Open Series 1 Powered by Rogue,2022-03-05,female,Tamara Mitchell,70.4,-85,-85,85,102,-106,-108,85,102,187,US
2022 Nike North American Open Series 1 Powered by Rogue,2022-03-05,female,Karla Hernandez Leon,68.85,76,78,80,104,106,107,80,107,187,US
2022 Manuel Torneo XL In Memoriam,2022-03-17,female,Reba Lewis,70.4,82,85,-88,102,-105,-105,85,102,187,US
Barbell MAYnia,2022-05-07,female,Isabelle Marosek,74.6,75,80,84,98,103,-106,84,103,187,US
2022 National Masters Weightlifting Championships,2022-04-24,female,Sarah Homestead,69.5,78,81,-83,102,-104,106,81,106,187,US
2022 National Masters Weightlifting Championships,2022-04-23,female,Robin Leafblad,73.6,78,80,-83,99,102,107,80,107,187,US
2022 HF EVO Springbreaker,2022-03-27,female,isabel lehane,68.36,75,79,82,95,100,105,82,105,187,US
BWL BRITISH SENIOR CHAMPIONSHIPS 2022,2022-01-29,female,Catrin Jones,54.71,80,83,-85,100,104,-107,83,104,187,UK
BWL BRITISH SENIOR CHAMPIONSHIPS 2022,2022-01-29,female,Jennifer Tong,61.59,79,82,84,-95,100,103,84,103,187,UK
Tradition Barbell Open II,2022-04-02,female,Haley Adams,78.6,-83,85,-90,97,101,-105,85,101,186,US
Titan Championships,2022-04-09,female,Alissa Myers,85.8,75,-80,83,95,100,103,83,103,186,US
Funkytown Throwdown Meet,2022-05-21,female,Anna Sierra,63.2,75,78,-81,100,104,108,78,108,186,US
2022 Illinois State Championship and Open,2022-05-21,female,Jocelyn Ocon,98.6,75,79,83,93,98,103,83,103,186,US
Rubber City Weightlifting Open,2022-05-21,female,Haylie Helbig,65,-74,74,78,100,-105,108,78,108,186,US
2022 Nike North American Open Series 1 Powered by Rogue,2022-03-05,female,Lily Salisbury,64,76,78,-80,101,105,108,78,108,186,US
2022 Nike North American Open Series 1 Powered by Rogue,2022-03-05,female,Madeline Storms,63.65,79,83,85,-100,-100,101,85,101,186,US
2022 Nike North American Open Series 1 Powered by Rogue,2022-03-06,female,Mary Quigley,79.6,72,76,-80,103,-108,110,76,110,186,US
The Virus Classic at SoCal,2022-04-16,female,Alana Hodge,66.44,76,79,-82,100,104,107,79,107,186,US
Torque Barbell Open 2022,2022-03-26,female,Kathleen Boyle,69.39,80,83,86,95,100,-105,86,100,186,US
BARBELLS N SPRINKLES SPRING OPEN,2022-04-02,female,Danielle Sheppard,61,73,76,80,101,105,-109,80,105,185,US
2022 Nike North American Open Series 1 Powered by Rogue,2022-03-06,female,Haley Reeves,79.55,80,83,85,95,100,-105,85,100,185,US
2022 Nike North American Open Series 1 Powered by Rogue,2022-03-06,female,Kelsey McCormack,85.45,76,79,81,98,-103,104,81,104,185,US
2022 Nike North American Open Series 1 Powered by Rogue,2022-03-06,female,Shannon Dias,105.3,74,78,82,100,103,-108,82,103,185,US
2022 Nike North American Open Series 1 Powered by Rogue,2022-03-05,female,Emily Boyd,69.2,78,81,83,95,99,102,83,102,185,US
The Nike 2022 National University Championships powered by Rogue,2022-03-05,female,Brie Gomez,63,79,82,84,95,98,101,84,101,185,US
2022 National Masters Weightlifting Championships,2022-04-23,female,Kimberlee Douglas,141.1,72,75,78,100,105,107,78,107,185,US
2022 Alaska State Championship,2022-01-15,female,Esther Rezende,69.1,70,76,82,93,98,103,82,103,185,US
"Stars, Stripes and White Lights 2022",2022-05-07,female,Addison Sweany,85.9,-75,75,77,100,105,108,77,108,185,US
May Online Qualifier,2022-05-25,female,Emily Kloss,69.9,83,0,0,102,0,0,83,102,185,US
2022 Lock and Load,2022-05-14,female,Rebecca Rouse,61.62,78,81,84,-98,98,101,84,101,185,US
2022 ALEE Spring Open,2022-05-07,female,Lindsay Dill,75.5,78,82,84,96,-100,100,84,100,184,US
2022 Florida State Championships,2022-05-22,female,SARAH SOUZA,110.2,77,79,-81,100,105,-108,79,105,184,US
Gym's House Open,2022-02-12,female,Emily Guter,170.4,74,77,80,95,100,104,80,104,184,US
Gym's House Open,2022-02-12,female,Emily Guter,170.4,74,77,80,95,100,104,80,104,184,US
Blizzard Barbell Open 2022,2022-05-14,female,Hailey Sonnenberg,74.45,75,79,81,95,99,103,81,103,184,US
The Iron Game Open 2022,2022-04-24,female,Lauren Enkerud,73.3,76,80,83,97,101,-104,83,101,184,US
8th Annual MS State Weightlifting Championships,2022-04-16,female,Gabbie Hays,61.3,70,75,82,93,98,102,82,102,184,US
2022 IWF Junior World Championships,2022-05-03,female,Leila Cook,54.65,75,78,-80,102,104,106,78,106,184,US
2022 Lock and Load,2022-05-14,female,Natalie Bufton,75.1,75,79,-82,100,-105,105,79,105,184,US
BWL BRITISH SENIOR CHAMPIONSHIPS 2022,2022-01-29,female,Christie Marie Williams,62.91,78,81,83,98,-101,101,83,101,184,UK
4 Star Masters Only Meet,2022-05-14,female,Cristine Schiavello,74.3,-82,-82,83,-100,-100,100,83,100,183,US
Optimus Barbell Winter Open 2022,2022-01-30,female,Marisa Gonzalo,68.4,79,81,83,97,-100,100,83,100,183,US
2022 Florida State Championships,2022-05-21,female,Angelique Matsushima,59,75,78,81,95,99,102,81,102,183,US
2022 Moorestown Winter Open,2022-03-13,female,Faith Qualshie,86.4,75,78,-81,95,100,105,78,105,183,US
2022 Nike North American Open Series 1 Powered by Rogue,2022-03-06,female,Haley McDaniel,82.85,78,81,84,95,-98,99,84,99,183,US
2022 Nike North American Open Series 1 Powered by Rogue,2022-03-05,female,Traci Beaune,62.95,79,-82,82,99,101,-103,82,101,183,US
2022 Nike North American Open Series 1 Powered by Rogue,2022-03-05,female,Abida Basiger,75.75,75,78,80,95,99,103,80,103,183,US
Come to the Dark Side,2022-05-14,female,Tava Lewis,74.9,70,75,78,95,100,105,78,105,183,US
Bloomington Spring Open Presented by 1 Kilo and Myriad Weightlifting,2022-05-21,female,Amanda McBrayer,69.9,-79,79,-82,100,104,-107,79,104,183,US
2022 Collective Open,2022-05-14,female,Alexa Davis,62.4,77,80,-80,100,103,-105,80,103,183,US
San Antonio Spring Lift Off 2022,2022-05-14,female,Leigh-Ann Trepanier,58.75,-77,77,80,98,-102,103,80,103,183,US
2022 Alaska State Championship,2022-01-15,female,Myra Dullum,121.4,72,76,83,80,90,100,83,100,183,US
PBC January Open,2022-01-16,female,Kelsey Koontz,95.51,77,80,83,94,97,100,83,100,183,US
Three Kings Spring In House,2022-04-24,female,Jacqueline Chitty,105.4,78,-82,-82,100,105,-110,78,105,183,US
BWL BRITISH SENIOR CHAMPIONSHIPS 2022,2022-01-29,female,Isabella Brown,76.95,-82,82,-85,-101,101,-105,82,101,183,UK
BWL BRITISH SENIOR CHAMPIONSHIPS 2022,2022-01-29,female,Jennifer Houghton,86.72,-83,-83,83,95,100,-106,83,100,183,UK
East Coast Gold Spring Fling,2022-03-26,female,Tyra Kinloch-Bailey,79.8,74,77,80,92,97,102,80,102,182,US
2022 Capital City Open,2022-05-01,female,Kiara Earle,75.2,74,78,80,94,100,102,80,102,182,US
New Haven Open,2022-05-15,female,Michelle Yiznitsky,63.54,-72,73,76,-101,101,106,76,106,182,US
2nd Annual Left Coast Weightlifting Spring Open,2022-05-21,female,Stefani Warnick,80.5,82,-85,85,94,97,-100,85,97,182,US
2022 Nike North American Open Series 1 Powered by Rogue,2022-03-05,female,Kat Carter,68,75,78,-81,100,104,-108,78,104,182,US
2022 Nike North American Open Series 1 Powered by Rogue,2022-03-04,female,Tiffany Beaupre,55,76,79,-82,100,-103,103,79,103,182,US
High Desert Spring Classic 2022,2022-03-19,female,Mia Rasmussen,70.4,71,74,77,95,100,105,77,105,182,US
