Torque Barbell Open 2022,2022-03-26,male,Chrisanto D'Agostino,94.67,-130,135,145,160,-175,175,145,175,320,US
New Year New PR Weightlifting Competition by Strength Works,2022-01-15,male,Tom Summa,87.8,140,145,-150,170,175,0,145,175,320,US
Funkytown Throwdown Meet,2022-05-21,male,Ruben Martinez,88.2,134,-140,-140,176,181,185,134,185,319,US
2022 Florida State Championships,2022-05-22,male,Stephen Velazquez,98.3,135,140,143,171,176,-180,143,176,319,US
2022 Nike North American Open Series 1 Powered by Rogue,2022-03-06,male,Daniel Ridlen,154.2,127,132,137,167,174,182,137,182,319,US
New Haven Open,2022-05-15,male,Nguyen Huynh,88.86,130,136,141,171,176,-180,141,176,317,US
2022 Philadelphia Spring Open,2022-05-21,male,Onzy Elam II,88.9,140,-145,145,165,171,-176,145,171,316,US
Testify Leprechaun Lift-off,2022-03-12,male,Colin Reis,108.3,127,132,-137,170,177,184,132,184,316,US
Yolked Championships at Salus Barbell Club,2022-02-12,male,David Jorge,120.6,135,140,145,160,170,-175,145,170,315,US
2022 Nike North American Open Series 1 Powered by Rogue,2022-03-06,male,Matt Rattay,80,135,140,-145,175,-180,-187,140,175,315,US
2022 National Masters Weightlifting Championships,2022-04-24,male,Caleb Johnson,100.7,135,140,-145,163,171,175,140,175,315,US
New Year New PR Weightlifting Competition by Strength Works,2022-01-15,male,Charles McDonald,88.1,-132,135,-141,170,175,180,135,180,315,US
Commonwealth Games 22 Trials,2022-04-24,male,Chris Murray,79.9,132,138,140,170,175,-179,140,175,315,UK
BWL BRITISH SENIOR CHAMPIONSHIPS 2022,2022-01-29,male,Joseph Walton,128.06,140,-145,-145,-175,175,-180,140,175,315,UK
2022 Nike North American Open Series 1 Powered by Rogue,2022-03-06,male,Benson Robles,90.9,-137,137,142,168,172,-176,142,172,314,US
2022 Nike North American Open Series 1 Powered by Rogue,2022-03-06,male,Corey Frey,101.25,132,137,142,165,172,-177,142,172,314,US
Funkytown Throwdown Meet,2022-05-21,male,Brandon Victorian,84,134,139,143,165,170,-176,143,170,313,US
Puget Sound Classic II,2022-02-19,male,James Tibbetts,95,135,140,145,-168,168,-175,145,168,313,US
LOWA Spring Invitational,2022-05-06,male,David Harding-Prior,107.5,141,146,-150,162,167,-170,146,167,313,UK
2022 Nike North American Open Series 1 Powered by Rogue,2022-03-06,male,Zachary Huse,108.75,130,-135,137,170,175,-181,137,175,312,US
Idaho Club Cup,2022-05-14,male,Jordan Trompke,93.75,-125,125,137,165,-175,175,137,175,312,US
BWL BRITISH SENIOR CHAMPIONSHIPS 2022,2022-01-29,male,Daniel O'Hare,108.8,139,142,-145,-170,170,-175,142,170,312,UK
2022 Wilmington Open,2022-01-22,male,Marcus Bolick,94.88,130,134,138,168,173,-177,138,173,311,US
Freehold Spring Lift Off 2022,2022-04-30,male,Anthony Niemczyk,95,140,143,-146,160,163,168,143,168,311,US
University of Oregon Winter Open,2022-01-29,male,Shane Sevcik,121.2,130,131,140,163,171,-180,140,171,311,US
2022 National Masters Weightlifting Championships,2022-04-24,male,Kevin Sullivan,97.4,130,135,-141,165,172,176,135,176,311,US
2022 Mayhem Supertotal,2022-02-05,male,Robert Marvald,130.2,-134,134,138,165,173,0,138,173,311,US
Testify Barbell MAYhem,2022-05-07,male,Kiefer Huff,111.7,126,131,135,165,170,175,135,175,310,US
Gym's House Open,2022-02-12,male,Christian Rodriguez Ocasio,83.2,-135,-135,135,165,175,0,135,175,310,US
2022 Nike North American Open Series 1 Powered by Rogue,2022-03-06,male,Blaine Burgess,108.9,-140,-140,140,-170,170,-175,140,170,310,US
Commonwealth Games 22 Trials,2022-04-24,male,Edward Smale,94.3,136,140,-142,162,-169,170,140,170,310,UK
Bexar Barbell Spring Throwdown,2022-05-14,male,Douglas Ligon,101.5,134,138,-142,-167,167,171,138,171,309,US
2022 Capital City Open,2022-05-01,male,Caleb Weakland,99.7,130,135,140,158,163,168,140,168,308,US
Rubber City Weightlifting Open,2022-05-22,male,Devin Cloud,109,133,136,138,170,-175,-176,138,170,308,US
2022 Nike North American Open Series 1 Powered by Rogue,2022-03-06,male,Edward Baker,108.55,130,-135,135,-170,173,-177,135,173,308,US
2022 Baltimore Open,2022-01-15,male,William Bowman,103.4,125,-130,133,160,-168,175,133,175,308,US
Testify Leprechaun Lift-off,2022-03-12,male,Eric Gleiter,139,128,133,-137,165,170,175,133,175,308,US
Tradition Barbell Open II,2022-04-02,male,Scott Harris,95.8,125,130,135,160,166,172,135,172,307,US
MN Sadecki State Championships,2022-05-22,male,Zakari Hernandez,95.47,127,131,137,170,-180,-180,137,170,307,US
2022 Florida State Championships,2022-05-22,male,Justin Davila,112.8,130,134,140,160,167,-171,140,167,307,US
2022 Lock and Load,2022-05-14,male,Adam White,99.51,130,135,140,160,167,-175,140,167,307,US
The Nike 2022 National University Championships powered by Rogue,2022-03-06,male,Jonathan Morrow,87.55,135,139,-143,161,167,-171,139,167,306,US
2022 IWF Junior World Championships,2022-05-06,male,Preston Powell,80.6,130,135,140,161,166,-171,140,166,306,US
Freehold Spring Lift Off 2022,2022-04-30,male,Nicholas Bader,98.9,133,137,-141,168,-172,-175,137,168,305,US
95East Barbell Winter Classic,2022-01-15,male,Alex Casey III,104,132,-135,-135,173,-174,-174,132,173,305,US
2022 Nike North American Open Series 1 Powered by Rogue,2022-03-06,male,Daniel Russell,107.9,135,-139,140,-165,165,0,140,165,305,US
The Nike 2022 National University Championships powered by Rogue,2022-03-06,male,James Tice,108.25,130,135,140,155,160,165,140,165,305,US
Commonwealth Games 22 Trials,2022-04-24,male,Guy Michel Ngongang Tchuissi,80.4,131,135,-138,165,170,-174,135,170,305,UK
BWL British Masters Championships 2022,2022-01-30,male,Mihai Bagutiu,140,125,-141,145,141,160,0,145,160,305,UK
2022 Florida State Championships,2022-05-22,male,Huntington Hayes,95.1,130,135,141,151,162,-163,141,162,303,US
2022 February Online Qualifier,2022-02-28,male,Anton Foss,95,136,0,0,167,0,0,136,167,303,US
